id,name_actor,birthday,gender 
552075,Lim Seung-dae                                                                                                                                         ,1971-02-08,2
1137337,Maeng Se-chang                                                                                                                                        ,1991-11-13,2
2480883,Lee Joo-been                                                                                                                                          ,1989-09-18,1
2463266,Jung Young-ju                                                                                                                                         ,1971-05-23,1
25002,Lee Byung-hun                                                                                                                                         ,1970-07-12,2
1436248,Um Tae-goo                                                                                                                                            ,1983-11-09,2
1888192,Ivy                                                                                                                                                   ,1982-11-07,1
3489653,Park Jae-jun                                                                                                                                          ,2014-12-03,2
1243590,Kim Ja-ok                                                                                                                                             ,1951-10-11,1
3780396,Kim Joon-hyung                                                                                                                                        ,1982-12-07,2
139516,Kim Sung-Min                                                                                                                                          ,1973-02-14,2
2359299,Kang Hye-won                                                                                                                                          ,1999-07-05,1
1563782,Son Hyeon-woo                                                                                                                                         ,1979-05-25,2
1299516,Song Sae-byuk                                                                                                                                         ,1979-12-26,2
2221392,Yoo Sung Joo                                                                                                                                          ,1973-11-12,2
2752543,Lee Se-hee                                                                                                                                            ,1991-12-22,1
572173,Choi Jae-sup                                                                                                                                          ,1973-09-30,2
1998038,Seo Yeon-woo                                                                                                                                          ,2013-01-04,1
1528090,Kim Nam-joo                                                                                                                                           ,1995-04-15,1
3155118,Lee Joo-myung                                                                                                                                         ,1993-12-01,1
1878891,Lee Kang-Min                                                                                                                                          ,1990-12-28,2
70338,Gong Hyung-jin                                                                                                                                        ,1969-04-10,2
2519070,Chang Ki-ha                                                                                                                                           ,1982-02-20,2
2141531,Ahn Ji-ho                                                                                                                                             ,2004-01-05,2
2663919,Yoon Byung-hee                                                                                                                                        ,1981-12-07,2
1276894,Park So-young                                                                                                                                         ,1997-02-07,1
3080467,Kim Jun Kyu                                                                                                                                           ,2000-09-09,2
1238592,Lee Dong-wook                                                                                                                                         ,1981-11-06,2
2265622,Lee Won-Jae                                                                                                                                           ,1978-11-29,2
531736,Lee Je-hoon                                                                                                                                           ,1984-07-04,2
42797,Ha Seung-lee                                                                                                                                          ,1995-01-09,1
1191491,Choi Phillip                                                                                                                                          ,1979-08-18,2
1149918,Cha Hyun-jung                                                                                                                                         ,1983-11-18,1
3502252,Lim Ji Sub                                                                                                                                            ,1998-11-12,2
2214888,Kim Hye-yoon                                                                                                                                          ,1996-11-10,1
1471054,Seohyun                                                                                                                                               ,1991-06-28,1
1299218,Dong Bang-woo                                                                                                                                         ,1952-07-26,2
1256349,Jo Bo-ah                                                                                                                                              ,1991-08-22,1
3214138,Won Ji-an                                                                                                                                             ,1999-08-17,1
1180185,Choi Jae-sung                                                                                                                                         ,1964-11-18,2
1256390,Sung Hoon                                                                                                                                             ,1983-02-14,2
1706959,Heo Jung-eun                                                                                                                                          ,2007-09-14,1
1565993,Lee Si-woo                                                                                                                                            ,1997-09-05,1
1249374,Kim Yu-mi                                                                                                                                             ,1990-04-26,1
1254019,Lee Hyo-ri                                                                                                                                            ,1979-05-10,1
2059874,Lee Joo-heon                                                                                                                                          ,1994-10-06,2
96631,Hur Jin-ho                                                                                                                                            ,1963-08-08,2
1353821,Ko Sung-hee                                                                                                                                           ,1990-06-21,1
77318,Siwon                                                                                                                                                 ,1987-02-10,2
117498,Oh Ki-hwan                                                                                                                                            ,1967-01-01,2
1113135,Jo Mi-ryung                                                                                                                                           ,1973-04-16,1
3138823,Lee Ji-won                                                                                                                                            ,1995-06-20,1
1565088,Kim Min-gue                                                                                                                                           ,1994-12-25,2
560065,Kim Byung-Choon                                                                                                                                       ,1966-06-13,2
1576059,Jeong Ha-dam                                                                                                                                          ,1994-02-28,1
2122466,Lee Bom                                                                                                                                               ,1993-07-24,1
2063510,Kim Myeong-Hwan                                                                                                                                       ,1984-01-10,2
1723499,Shin Se-hwi                                                                                                                                           ,1997-06-03,1
1138821,BoA                                                                                                                                                   ,1986-11-05,1
496935,Seong Byeong-sook                                                                                                                                     ,1955-01-20,1
126743,Lee Chung-ah                                                                                                                                          ,1984-10-25,1
3330331,Choi Moon-hee                                                                                                                                         ,1997-04-25,1
2035488,Son Suk-ku                                                                                                                                            ,1983-02-07,2
2015116,Yoon Gun                                                                                                                                              ,1975-01-07,2
1500922,Kim Yu-gyeom                                                                                                                                          ,1997-11-17,2
989991,Lee Byung-joon                                                                                                                                        ,1964-01-27,2
1564175,Jin Ki-joo                                                                                                                                            ,1989-01-26,1
1251234,Jung Yong-hwa                                                                                                                                         ,1989-06-22,2
550683,Kim Hee-won                                                                                                                                           ,1971-01-10,2
1875646,Kang Mi-na                                                                                                                                            ,1999-12-04,1
1763211,Kim Chae-eun                                                                                                                                          ,1995-10-17,1
2595111,Jin Ho-eun                                                                                                                                            ,2000-09-01,2
118657,Park Ji-Il                                                                                                                                            ,1960-01-01,2
1630451,Yoon Young-joon                                                                                                                                       ,1974-07-31,2
1336801,Han Jae-yeong                                                                                                                                         ,1978-10-24,2
1860101,Lee Elijah                                                                                                                                            ,1990-02-19,1
121731,Lee Young-eun                                                                                                                                         ,1982-08-09,1
1420406,Han Tae-Il                                                                                                                                            ,1941-10-16,2
3685588,Lee Ji Hyun                                                                                                                                           ,1984-08-24,1
1222951,Yoo In-young                                                                                                                                          ,1984-01-05,1
2959875,Go Jae-hyun                                                                                                                                           ,1994-11-22,2
1952930,Heo Yool                                                                                                                                              ,2009-06-26,1
123766,Kim Joo-hyuk                                                                                                                                          ,1972-10-03,2
98131,Park Jin-hee                                                                                                                                          ,1978-01-08,1
1255392,Yoon Sang-hyun                                                                                                                                        ,1973-09-21,2
3623817,Kim Hieora                                                                                                                                            ,1989-03-18,1
1376551,Oh Sang-jin                                                                                                                                           ,1980-02-15,2
560066,Kwon Hyun-sang                                                                                                                                        ,1981-07-02,2
86329,Ahn Kil-kang                                                                                                                                          ,1966-08-24,2
1537768,Kim Tae-ri                                                                                                                                            ,1990-04-24,1
1671441,Heo Jung-do                                                                                                                                           ,1980-12-24,2
1122533,Goo Ha-ra                                                                                                                                             ,1991-01-13,1
3277027,Nam Woo-joo                                                                                                                                           ,1988-11-04,2
2625514,Son Kyoung-won                                                                                                                                        ,1972-05-22,2
1418580,Lee Dong-hwi                                                                                                                                          ,1985-07-22,2
2879348,Lee Doll-hyung                                                                                                                                        ,1967-05-09,2
1253449,Yang Mi-kyung                                                                                                                                         ,1961-07-25,1
1593676,Lee Seung-hyo                                                                                                                                         ,1980-05-05,2
1875844,Lisa                                                                                                                                                  ,1997-03-27,1
2029627,Yoon Da-Young                                                                                                                                         ,1992-01-14,1
1858386,Choi Woo-ri                                                                                                                                           ,1982-07-20,1
1766436,Kim Jin-yeop                                                                                                                                          ,1988-11-27,2
125736,Sulli                                                                                                                                                 ,1994-03-29,1
1627735,K.Will                                                                                                                                                ,1981-12-30,2
1250841,Lee Su-geun                                                                                                                                           ,1975-02-10,2
1574624,Lee Min-young                                                                                                                                         ,1976-02-06,1
1234596,Park Hae-mi                                                                                                                                           ,1964-01-28,1
2353469,Shin Seung-ho                                                                                                                                         ,1995-11-11,2
3281024,Seo Hee-sun                                                                                                                                           ,1999-12-08,1
3370738,Yuk Jun-seo                                                                                                                                           ,1996-04-01,2
83123,Kim Jung-eun                                                                                                                                          ,1974-03-04,1
3548607,Na Eun Saem                                                                                                                                           ,1990-11-27,1
2950849,Kim Jin Kwon                                                                                                                                          ,2001-01-31,2
1540825,Cho Hye-jung                                                                                                                                          ,1992-12-22,1
1763200,Lee Jae-Jin                                                                                                                                           ,1991-12-17,2
1989529,JR                                                                                                                                                    ,1995-06-08,2
1420819,Bae Noo-ri                                                                                                                                            ,1993-02-04,1
3406371,Seo Bum-june                                                                                                                                          ,1997-06-27,2
2181746,Kim Dong-hee                                                                                                                                          ,1999-06-13,2
1621352,Baek Bo-ram                                                                                                                                           ,1980-08-15,1
1571598,Ahn Hyo-Seop                                                                                                                                          ,1995-04-17,2
1338164,Moon Chang-gil                                                                                                                                        ,1953-03-28,2
3496498,Kim Tae-oh                                                                                                                                            ,1992-08-05,2
572169,Danny Ahn                                                                                                                                             ,1978-12-22,2
1613834,Kwon Min-a                                                                                                                                            ,1993-09-21,1
939137,Nam Ji-hyun                                                                                                                                           ,1995-09-17,1
1998157,Kim Jae-bum                                                                                                                                           ,1979-12-01,2
2240617,Kim Mi-hwa                                                                                                                                            ,1974-07-29,1
1239251,Lee So-yeon                                                                                                                                           ,1982-04-16,1
138336,Cho Jin-woong                                                                                                                                         ,1976-03-03,2
1107289,Jeong Jeong-hwa                                                                                                                                       ,1976-04-15,2
1299252,Lee Hyun-woo                                                                                                                                          ,1993-03-23,2
4265,Choi Min-I                                                                                                                                            ,1987-01-01,2
2124185,Kim Han-na                                                                                                                                            ,1987-04-28,1
571167,Han Ye-won                                                                                                                                            ,1985-10-04,1
1910995,Park Tae-In                                                                                                                                           ,1987-02-24,1
75914,Seo Young-hee                                                                                                                                         ,1979-06-13,1
1299287,Jin Goo                                                                                                                                               ,1980-07-20,2
1239239,Park Kyung-lim                                                                                                                                        ,1979-03-30,1
2283189,Yoon Seo-hyun                                                                                                                                         ,1970-11-02,2
1489748,Yoo So-young                                                                                                                                          ,1986-03-29,1
2249269,Yoon Jin-young                                                                                                                                        ,1982-11-30,2
1875670,Seo Ji-soo                                                                                                                                            ,1994-02-11,1
1711062,Cha Ji-yeon                                                                                                                                           ,1982-02-22,1
2400820,Chung Su-bin                                                                                                                                          ,1998-08-17,1
3592937,Lee Hyo-jeong                                                                                                                                         ,1961-02-21,2
123664,Kim Min-hee                                                                                                                                           ,1982-03-01,1
116180,Byun Hee-bong                                                                                                                                         ,1942-06-08,2
2053219,Kim Da-mi                                                                                                                                             ,1995-04-09,1
96466,Yoo Yeon-mi                                                                                                                                           ,1999-07-07,1
1940499,Park Jun-hyuk                                                                                                                                         ,1975-11-09,2
3253118,Choo Ye-jin                                                                                                                                           ,2001-10-11,1
2260418,Kim Young-dae                                                                                                                                         ,1996-03-02,2
1492833,So Yoo-jin                                                                                                                                            ,1981-08-11,1
552074,Hak-Cheol Kim                                                                                                                                         ,1959-08-20,2
150698,Song Joong-ki                                                                                                                                         ,1985-09-19,2
1699540,Ryu Abel                                                                                                                                              ,1988-09-15,1
1095818,Lee Jong-suk                                                                                                                                          ,1989-09-14,2
998412,Oh Jung-se                                                                                                                                            ,1977-02-26,2
570549,Lee Sang-woo                                                                                                                                          ,1971-02-24,2
1706709,Jung Jun-won                                                                                                                                          ,1988-01-13,2
1256325,Choi Min-ho                                                                                                                                           ,1991-12-09,2
2791229,Park Hae-eun                                                                                                                                          ,1997-09-06,1
2067069,Joo Bo-young                                                                                                                                          ,1992-03-30,1
1386418,Min Do-hee                                                                                                                                            ,1994-09-25,1
2885448,Park Jae-chan                                                                                                                                         ,2001-12-06,2
109307,Choi Kang-hee                                                                                                                                         ,1977-05-05,1
3203922,Park Soon-cheon                                                                                                                                       ,1961-02-19,1
2139451,Lee Seol                                                                                                                                              ,1993-04-13,1
1520292,Noh Young-hak                                                                                                                                         ,1993-04-01,2
1622771,Kim Hyung-ja                                                                                                                                          ,1950-09-18,1
2270332,Kim Jong-Hoon                                                                                                                                         ,1992-06-08,2
87790,Park Jun-gyu                                                                                                                                          ,1964-06-27,2
224624,Choi Ji-ho                                                                                                                                            ,1980-11-25,2
3041827,Kim Jong-Kuk                                                                                                                                          ,1963-01-01,2
2149762,Yoo Su-bin                                                                                                                                            ,1992-11-06,2
1664895,Yoon Park                                                                                                                                             ,1987-11-18,2
3065995,Lee Moon-jung                                                                                                                                         ,1989-03-23,1
1704052,Lee Hyo-je                                                                                                                                            ,2004-02-18,2
3212147,A-TOM                                                                                                                                                 ,1995-05-23,2
939144,Kim Hye-na                                                                                                                                            ,1980-10-25,1
139511,Lee Won-jae                                                                                                                                           ,1958-08-16,2
1278161,Jeong Joon-won                                                                                                                                        ,2004-07-26,2
3706774,Oh Yu-jin                                                                                                                                             ,1999-07-23,1
2084064,Ryu Sung-rok                                                                                                                                          ,1995-03-01,2
126495,Cho Seung-woo                                                                                                                                         ,1980-03-28,2
2185341,Cho Yi-hyun                                                                                                                                           ,1999-12-08,1
2524442,Jeong A-mi                                                                                                                                            ,1964-06-05,1
1678534,Ji Eun-sung                                                                                                                                           ,1991-08-03,2
141157,Lee Yong-yi                                                                                                                                           ,1958-07-30,1
2793821,Ha Jung-Min                                                                                                                                           ,1989-01-11,1
16264,Lee Eol                                                                                                                                               ,1964-04-05,2
2854670,Kim Min-sik                                                                                                                                           ,1982-05-20,2
1678561,Choi Tae-hwan                                                                                                                                         ,1989-02-28,2
138522,Kim Sa-rang                                                                                                                                           ,1978-01-12,1
3276709,Chae Won-been                                                                                                                                         ,2001-04-05,1
1998036,Kang Sung-Wook                                                                                                                                        ,1985-05-12,2
2125173,Lee Hee-do                                                                                                                                            ,1955-10-01,2
2332506,Matthew Douma                                                                                                                                         ,1974-11-02,2
1011130,Kim Min-ki                                                                                                                                            ,1981-11-06,2
3156314,Kim Gyeol-yu                                                                                                                                          ,2000-04-11,1
1539733,Jung Hye-sung                                                                                                                                         ,1991-04-29,1
1547202,Kim Ye-won                                                                                                                                            ,1989-12-05,1
2842826,Nam Min-woo                                                                                                                                           ,1994-04-18,2
3261027,Kim Hyun-jin                                                                                                                                          ,1996-08-24,2
2934419,Chae Jong-hyeop                                                                                                                                       ,1993-05-19,2
1953453,Ha Jun                                                                                                                                                ,1987-04-03,2
994300,Lee Mi-do                                                                                                                                             ,1982-05-25,1
1307506,Seungri                                                                                                                                               ,1990-12-12,2
1112440,Hong Soo-ah                                                                                                                                           ,1986-06-30,1
1108066,Park Jin-young                                                                                                                                        ,1972-12-13,2
1500336,Kwak In-joon                                                                                                                                          ,1970-02-19,2
181332,Kim Myung-gon                                                                                                                                         ,1952-12-03,2
1633135,Kim Min-kyo                                                                                                                                           ,1974-04-15,2
1752600,Kim Ji-Min                                                                                                                                            ,2000-02-12,1
1606433,Lee Hyang-sook                                                                                                                                        ,1991-04-24,1
927755,Kim Hak-sun                                                                                                                                           ,1970-12-24,2
77055,Lee Jae-eun                                                                                                                                           ,1980-02-08,1
572225,Yoo Ah-in                                                                                                                                             ,1986-10-06,2
2956895,BIBI                                                                                                                                                  ,1998-09-27,1
2381635,Cho Mi-yeon                                                                                                                                           ,1997-01-31,1
2762543,Younghoon                                                                                                                                             ,1997-08-08,2
2732483,Kim Jung-eun                                                                                                                                          ,1999-02-10,1
587683,Yeon Min-ji                                                                                                                                           ,1984-05-14,1
150903,Gong Yoo                                                                                                                                              ,1979-07-10,2
127708,Seo Ji-hye                                                                                                                                            ,1984-08-24,1
1628231,Lee Ki-chan                                                                                                                                           ,1979-01-10,2
1988686,Choi Woo-hyuk                                                                                                                                         ,1993-06-11,2
2163438,Lee Yoo-jin                                                                                                                                           ,1994-12-06,1
3510454,Shin Su-hyun                                                                                                                                          ,1996-02-27,1
2971697,Jongho                                                                                                                                                ,2000-10-12,2
1239247,Namkoong Min                                                                                                                                          ,1978-03-12,2
1060560,Yeon Jun-seok                                                                                                                                         ,1995-12-15,2
2658775,Jang Eui-soo                                                                                                                                          ,1990-01-22,2
2131707,Lee Ha-yul                                                                                                                                            ,1987-05-20,2
1410299,Park Young-seo                                                                                                                                        ,1981-01-01,2
1235045,Lee Da-hae                                                                                                                                            ,1984-04-19,1
1875826,Yeon-woo                                                                                                                                              ,1996-08-01,1
1571617,Yoon Jong-hoon                                                                                                                                        ,1984-02-15,2
2414745,Chun Young-min                                                                                                                                        ,1997-02-25,1
2055923,Bae Jung-nam                                                                                                                                          ,1983-03-19,2
2312406,Son Woo-hyeon                                                                                                                                         ,1989-11-30,2
1493545,Ha Hee-ra                                                                                                                                             ,1969-12-08,1
560074,Song Sam-dong                                                                                                                                         ,1980-07-31,2
90472,Song Yun-ah                                                                                                                                           ,1973-06-07,1
2256730,Kang Mal-geum                                                                                                                                         ,1979-01-03,1
1628362,Defconn                                                                                                                                               ,1977-01-06,2
1456792,Lee Byeong-heon                                                                                                                                       ,1980-06-23,2
1613823,Kim Jae-young                                                                                                                                         ,1988-09-30,2
42799,Son Byung-ho                                                                                                                                          ,1962-08-25,2
73251,Kim Mu-saeng                                                                                                                                          ,1943-03-16,2
69378,Kim Sang-kyung                                                                                                                                        ,1972-06-01,2
1619435,Kim Jung-hyun                                                                                                                                         ,1990-04-05,2
1682171,Jeong Seong-Mo                                                                                                                                        ,1956-10-20,2
1299317,Kang Hye-jung                                                                                                                                         ,1982-01-04,1
1523572,Park Eun-seok                                                                                                                                         ,1988-02-10,2
110388,Kim Nam-gil                                                                                                                                           ,1981-03-13,2
1295420,Yoo Ha-bok                                                                                                                                            ,1969-10-29,2
80459,Jang Hang-seon                                                                                                                                        ,1947-02-22,2
1676561,Choi Dae-chul                                                                                                                                         ,1978-10-16,2
